"loss","RandomValue","id","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f13","f778"
5,0.17,8932,118,10,0.79,2200,4,78,4692,1562,120.99,118.77,12,47
9,0.58,2964,124,10,0.01,1500,7,14024,3098,859,125.64,124.70,10,7
3,0.19,75745,120,10,0.75,1500,16,13317,502,2849,120.02,119.90,12,394
8,0.80,47720,131,10,0.63,1800,16,11255,4505,2289,127.36,130.39,12,393
4,0.81,92858,134,7,0.66,1500,4,11255,4447,3068,129.89,133.12,8,15
4,0.68,83116,163,8,0.80,4500,2,77765,7775,485,159.47,162.16,11,26
6,0.05,67461,163,6,0.41,3500,4,14447,5024,3794,158.94,161.97,8,2
6,0.94,53148,124,9,0.35,2400,16,84857,6516,148,123.00,123.73,9,394
10,0.47,87735,138,9,0.80,1800,3,76973,7264,2506,130.58,136.37,9,5
10,0.69,58256,112,8,0.08,1800,16,7399,138,1171,121.76,113.97,10,394
1,0.28,92065,129,9,0.67,1600,17,83554,1650,651,124.50,128.42,10,513
1,0.73,19916,146,8,0.70,3600,3,79754,2324,4908,148.94,146.24,7,39
1,0.92,18528,125,8,0.75,1300,17,79202,7281,3488,126.25,125.37,9,1079
7,0.13,95335,127,8,0.45,3600,4,78252,3126,1876,129.18,127.49,9,6
5,0.86,72072,124,4,0.16,1800,3,83607,2849,1395,123.97,123.99,7,15
2,0.52,45347,156,7,0.51,3600,7,79381,7684,5500,158.18,156.82,10,31
32,0.17,89123,122,6,0.68,1800,4,393,4421,3836,121.82,121.81,30,2
2,0.77,83124,165,10,0.17,5300,2,80135,37,6821,164.52,165.38,11,26
1,0.04,101358,142,9,0.63,4400,7,9482,2608,274,145.74,142.42,9,101
4,0.89,40477,127,10,0.74,3100,16,12780,3534,2576,123.92,126.30,13,513
1,0.55,4301,162,8,0.68,4100,2,79754,7277,4876,156.76,161.15,11,20
21,0.40,26536,121,9,0.86,3500,16,11184,6747,2542,125.66,121.62,10,1079
6,0.04,86991,129,9,0.28,1500,16,6901,1407,1854,126.93,128.38,14,1079
8,0.52,60129,158,7,0.62,5400,7,79754,554,4143,155.03,157.05,6,54
3,0.08,70288,124,4,0.76,1800,16,10845,4910,1781,124.21,123.94,8,1079
16,0.83,50054,161,2,0.93,3500,4,14002,4934,4020,160.75,160.83,8,2
9,0.97,137,125,9,0.45,1300,4,13699,5497,2317,124.97,125.00,16,93
3,0.35,12711,124,3,0.40,1100,4,1078,4631,3083,127.07,124.77,10,54
12,0.99,15128,154,8,0.87,4500,1,76788,4668,3652,150.88,153.13,14,84
2,0.16,1022,130,10,0.26,2600,3,9290,4055,5780,128.11,129.78,7,7
16,0.07,33245,136,9,0.99,1600,16,2456,1545,415,134.04,135.84,12,513
1,0.97,47866,124,9,0.84,1900,16,8563,8461,2836,124.00,124.00,8,513
1,0.57,96367,133,8,0.71,3100,7,77825,6677,9982,132.64,133.47,5,23
6,0.32,72796,166,8,0.08,4600,3,13332,1904,127,161.00,164.92,18,28
12,0.16,41591,153,8,0.61,3700,10,8200,2703,1867,155.97,153.64,8,27
4,0.26,45042,161,8,0.41,3500,4,76059,1909,1980,157.49,160.30,13,3
6,0.26,2073,164,9,0.31,4800,3,10590,4783,3453,160.33,163.66,14,9
1,0.79,52261,125,10,0.56,2400,17,76831,936,2996,126.49,125.36,8,394
4,0.33,97487,125,9,0.62,1100,4,86013,803,6966,125.47,125.43,9,5
7,0.27,44813,166,6,0.63,4500,7,11584,3479,1565,157.29,163.63,10,26
19,0.98,94462,128,8,0.08,1800,4,13317,106,1256,124.03,126.71,7,36
6,0.66,29872,159,8,0.53,4400,2,13380,2115,1933,155.01,158.51,10,44
22,0.88,75353,152,8,0.30,3700,4,82134,669,556,152.38,152.50,12,61
1,0.36,104399,129,9,0.91,1500,16,842,6584,3151,129.00,129.00,10,393
1,0.68,94891,154,9,0.27,3600,3,6075,5386,3851,149.07,152.14,12,41
4,0.87,12068,156,9,0.78,4500,2,8200,439,1809,154.75,155.87,15,41
6,0.57,84833,133,10,0.08,1500,16,80224,196,2209,128.36,132.41,13,394
5,0.62,62415,122,10,0.66,1900,16,13700,4871,3041,123.10,122.20,12,513
1,0.20,44430,133,8,0.28,4700,10,6075,212,5492,139.94,134.00,6,14
5,0.72,36111,166,8,0.83,5300,4,9482,7538,5387,163.23,165.43,11,34
2,0.03,73654,159,8,0.59,3600,3,76635,3423,4283,157.04,158.21,9,41
1,0.46,31423,126,9,0.14,1800,3,12780,7492,4841,126.00,126.00,11,23
5,0.33,99659,137,9,0.41,1500,4,76831,4141,3509,132.54,136.41,13,80
1,0.67,90976,126,6,0.43,1800,3,13641,3991,1670,128.63,126.80,4,22
12,0.46,23797,151,9,0.91,3900,7,81409,1059,2197,152.22,151.84,8,9
4,0.55,42260,127,10,0.80,3100,16,80278,6458,489,124.32,126.16,10,394
4,0.12,49207,151,8,0.42,4400,4,14392,2219,719,149.75,150.92,10,3
13,0.32,93789,126,9,0.74,1800,7,8563,1661,2426,124.94,125.77,9,46
4,0.63,4011,138,7,0.42,1300,10,2496,6908,1235,133.96,137.42,7,49
11,0.93,90450,128,10,0.35,1300,16,82384,4645,2750,127.34,127.97,12,513
4,0.53,85206,168,9,0.95,5000,2,80502,267,1207,160.22,166.48,18,20
31,0.69,30672,129,9,0.34,1500,4,627,4343,6054,128.25,128.73,10,21
8,0.04,74646,132,6,0.73,1300,4,13699,5670,5829,130.42,131.62,9,37
2,0.42,2622,158,7,0.80,3700,4,77061,3300,1937,158.78,158.05,7,61
2,0.16,36257,129,8,0.46,1800,4,393,4185,6140,127.50,128.94,11,38
6,0.73,24658,126,10,0.72,1800,10,79371,128,707,124.53,125.86,12,3
2,0.38,45767,158,7,0.56,4300,10,14392,3525,101,158.36,158.18,14,73
6,0.25,52331,162,6,0.53,5800,10,6075,476,1616,160.19,161.52,13,11
10,0.39,35092,133,10,0.39,2900,4,79582,7304,4879,132.20,132.61,13,5
6,0.11,52224,122,10,0.22,1100,16,12421,9130,1426,120.23,121.64,8,393
3,0.24,5128,122,8,0.91,1800,3,76957,6113,5646,122.92,121.97,7,16
17,0.94,24201,158,7,0.07,4700,10,13970,489,2681,160.35,158.66,9,9
1,0.72,63709,124,10,0.55,2600,17,387,213,5798,123.64,123.90,13,394
2,0.18,97255,116,9,0.13,1500,4,1775,6687,11284,116.00,116.00,10,30
11,0.08,40376,152,8,0.02,4500,4,82046,4812,3827,149.88,151.34,14,26
4,0.46,21228,139,9,0.24,1800,4,1078,4074,3148,133.11,138.13,11,30
10,0.29,61138,157,7,0.99,5400,7,81447,565,4159,155.56,156.55,11,4
4,0.32,30879,166,7,0.86,4500,4,12290,7141,5460,160.79,165.14,6,41
5,0.40,2191,127,8,0.15,1500,4,13689,6708,3154,125.66,126.68,11,30
2,0.62,49824,161,6,0.38,3900,10,12290,7384,5667,158.17,160.68,6,14
1,0.76,83900,128,10,0.63,1100,3,84882,185,6414,128.79,128.40,11,16
10,0.36,99345,132,8,0.05,1100,4,9369,433,1409,132.57,132.06,9,16
5,0.20,586,119,8,0.33,2000,4,80588,5450,5770,123.46,119.91,13,21
2,0.69,79059,130,9,0.10,2200,4,76878,612,1830,126.88,129.46,7,5
3,0.36,52663,161,8,0.37,3900,4,10471,101,343,160.93,160.92,15,19
3,0.41,63315,155,8,0.58,3500,4,80135,337,392,157.87,155.77,18,85
2,0.72,14066,118,10,0.42,1300,7,83549,69,80,117.97,117.80,12,22
4,0.30,35038,147,9,0.23,4500,7,82432,132,3325,147.86,147.38,11,25
7,0.23,32082,138,8,0.71,3300,4,78935,7314,1639,132.88,137.02,11,85
4,0.88,43557,130,10,0.10,1900,16,84416,6478,866,128.53,129.76,9,513
8,0.34,40052,110,9,0.62,1600,10,82684,436,100,116.38,111.02,9,3
4,0.62,101963,127,7,0.07,1300,3,78224,1729,2333,128.71,127.33,11,93
3,0.99,62246,124,10,0.68,1500,17,13008,6732,2401,123.94,124.08,13,394
12,0.69,59561,136,9,0.46,1300,16,7458,7097,1191,131.10,134.85,10,393
5,0.82,65295,130,10,0.30,2400,16,79371,3703,2008,128.97,129.62,10,394
9,0.67,93344,126,6,0.99,1800,4,13317,879,2662,129.79,126.97,16,54
1,0.59,2936,160,9,0.19,4300,4,76530,257,780,149.51,157.53,12,87
7,0.85,20312,122,9,0.15,1500,4,2456,8,2160,123.31,122.34,8,104
4,0.74,48196,133,8,0.72,1800,16,13641,5511,8188,131.00,132.60,10,1079
2,0.04,39356,120,8,0.17,1800,16,78252,836,2461,124.50,120.90,9,1079
8,0.36,84356,126,4,0.90,3100,4,12780,4983,3911,129.67,126.66,7,107
6,0.16,53246,125,9,0.36,2600,16,83247,226,1188,130.23,125.96,11,393
16,0.20,62655,153,8,0.97,3500,4,8722,2224,3572,151.58,152.97,12,8
12,0.73,4568,156,8,0.17,3700,10,78605,418,535,153.90,155.36,9,39
3,0.35,60668,156,9,0.33,3700,7,12290,7524,2188,154.24,155.54,15,24
54,0.29,51057,147,8,0.78,4400,7,86359,593,558,145.93,147.18,11,57
1,0.78,21847,128,8,0.75,1800,7,13699,4731,2697,128.50,128.10,5,52
8,0.31,28668,133,10,0.08,1100,4,79004,2868,109,129.38,132.62,16,6
9,0.90,45002,160,9,0.94,4700,4,76058,205,259,153.95,158.48,10,3
1,0.01,25435,159,8,0.90,5900,3,14002,7443,1380,157.90,158.78,12,39
2,0.74,58308,127,4,0.43,2200,17,7399,7070,961,129.26,127.27,3,393
13,0.31,92057,124,10,0.13,1600,17,84647,263,352,125.88,124.62,11,513
9,0.49,48090,158,8,0.65,4100,10,80135,2599,6294,155.91,157.26,13,20
4,0.71,47808,125,9,0.53,2600,16,12780,7686,1942,124.50,124.90,6,393
8,0.48,82297,144,9,0.10,5100,4,86462,8,14,151.40,145.42,8,67
11,0.86,29106,138,9,0.99,3500,3,78935,8709,600,130.16,136.14,13,104
4,0.81,55243,129,9,0.19,1300,16,77825,6196,9397,128.25,128.73,12,513
2,0.16,66961,124,9,0.83,1500,16,78252,8590,2759,125.50,124.57,7,393
39,0.23,103536,152,8,0.46,3700,2,79754,5418,2949,152.88,152.18,10,61
5,0.57,98946,145,9,0.90,4400,4,9482,2602,271,149.48,146.21,11,101
13,0.05,83836,148,10,0.15,1800,3,2456,4,3755,133.99,145.22,14,22
10,0.54,56192,154,7,0.18,5300,7,14002,158,4079,154.75,154.62,11,34
18,0.01,85640,130,3,0.73,1900,4,2500,7229,1127,130.61,130.36,8,17
1,0.70,86121,135,8,0.06,5500,4,83151,729,16,136.89,135.49,9,25
7,0.54,5392,140,8,0.02,3500,4,80684,1501,2161,140.92,140.27,9,101
25,0.71,87645,130,8,0.08,4400,4,13970,2,4073,143.54,132.76,8,32
1,0.83,5381,154,9,0.27,4400,4,79754,7283,4878,154.00,154.00,12,101
6,0.51,64717,127,8,0.10,2200,16,84020,1866,8319,125.50,126.30,8,393
8,0.54,97462,124,10,0.96,2200,4,12780,443,826,126.55,124.50,12,5
12,0.69,68416,122,10,0.50,1500,16,78223,5121,233,122.40,122.03,6,1079
9,0.16,44229,159,8,0.92,4400,10,75930,4960,1039,157.47,158.76,9,35
2,0.92,39333,129,9,0.64,2200,16,79884,2941,2433,128.75,128.91,10,1083
5,0.33,16089,157,7,0.80,3900,4,81409,1029,2137,157.00,157.58,10,35
1,0.48,20582,129,9,0.06,1300,4,393,4041,3138,129.00,129.00,9,104
5,0.61,2153,118,9,0.45,2200,10,1078,131,4968,121.40,118.60,9,12
4,0.43,40262,166,7,0.96,4400,3,12290,7243,5547,162.19,165.09,15,87
1,0.52,57451,121,9,0.11,1800,17,2496,1822,8257,125.00,121.80,13,1079
9,0.01,28778,130,9,0.39,1500,16,12421,6787,3149,128.92,129.88,13,1079
2,0.89,71006,159,10,0.46,5400,3,10590,15,4,154.07,157.62,3,18
4,0.19,79611,131,8,0.42,1300,4,82122,8067,11,126.88,130.12,8,22
6,0.67,18592,134,8,0.43,2200,3,1078,6809,1580,131.60,133.82,7,30
8,0.48,46245,154,2,0.62,5400,10,7891,7699,3513,157.40,155.03,9,36
3,0.01,53495,123,10,0.30,2900,16,9836,7345,1008,125.57,123.69,11,1083
2,0.48,16433,130,10,0.71,2600,4,82379,968,145,130.00,129.92,11,93
2,0.06,49362,154,9,0.42,4200,7,76635,2960,2316,153.64,154.13,12,10
39,0.81,46940,126,10,0.02,1500,16,76973,2178,2348,123.57,125.11,14,1079
12,0.77,90467,129,9,0.49,1100,16,9068,875,1669,129.91,129.81,8,513
17,0.26,26572,126,7,0.96,1300,16,1131,3915,616,128.88,127.20,10,393
2,0.83,75142,154,8,0.87,4800,4,81447,1149,727,154.00,153.98,11,90
1,0.43,21937,123,9,0.29,1300,7,12622,2416,1355,124.16,123.37,9,104
1,0.39,80241,150,8,0.89,3700,4,80153,1915,277,150.35,150.06,10,4
15,0.14,72727,137,8,0.82,5500,3,76730,1195,235,144.02,138.16,17,25
1,0.24,79567,154,8,0.96,3600,3,76929,3060,552,152.07,153.33,6,41
1,0.33,52622,150,8,0.18,3900,4,79663,1779,1670,152.24,151.08,14,19
15,0.53,88613,126,8,0.85,1300,4,82642,1773,356,130.37,127.29,12,80
3,0.45,38132,132,8,0.10,1600,16,13699,8855,5526,131.16,131.71,11,513
38,0.32,43175,154,8,0.49,5300,10,80502,1019,1357,156.00,154.54,9,84
2,0.26,86104,159,8,0.96,4500,4,80633,5365,1380,158.07,158.57,5,25
1,0.47,6656,123,8,0.10,1300,3,13317,6712,9629,122.50,122.74,8,12
4,0.70,69836,122,9,0.18,2600,4,76973,9517,2456,125.81,122.94,7,7
16,0.65,86471,128,9,0.81,1800,4,79587,7515,4898,126.90,127.73,13,93
4,0.30,72604,112,9,0.75,1800,3,83607,545,754,118.74,113.29,8,46
15,0.54,87620,143,7,0.14,5400,4,75967,410,1727,148.90,143.99,15,32
19,0.16,91672,138,9,0.81,1800,3,76872,8874,4092,131.31,137.06,7,93
1,0.44,98865,151,9,0.45,4500,10,84827,1512,652,153.75,151.75,11,41
7,0.59,34654,131,10,0.11,1600,16,8563,8289,2762,128.22,130.56,10,513
10,0.87,102071,126,8,0.50,1500,16,14629,4050,1950,124.72,126.29,8,393
6,0.80,28100,138,10,0.89,3500,16,11184,4321,2552,131.83,136.36,13,1079
5,0.90,47196,144,8,0.72,4800,13,79725,7352,274,142.58,143.67,13,90
4,0.38,94173,128,10,0.03,3600,10,2496,182,3346,125.71,127.61,9,15
1,0.30,84514,154,9,0.81,3600,3,78802,8151,5887,151.80,153.70,13,67
8,0.38,14794,119,10,0.85,2600,4,79782,112,177,122.21,119.70,10,7
5,0.76,23954,133,9,0.11,1500,4,12622,5331,1183,129.13,132.14,11,104
69,0.25,90378,123,8,0.74,1300,4,8417,2332,5956,123.00,123.01,8,93
10,0.62,85286,118,10,7.829155e-03,1500,16,3793,2164,375,119.02,118.11,9,393
1,0.90,100926,114,9,0.96,1100,7,13317,844,2543,119.15,114.78,4,5
1,0.12,62856,145,7,0.20,5500,7,82823,1404,317,148.91,146.17,4,3
6,0.68,557,135,9,0.88,5400,2,77751,358,370,138.95,135.18,15,83
94,0.97,59706,149,8,0.54,3500,7,78292,219,1023,146.25,148.73,16,34
19,0.17,82749,121,8,0.50,2200,4,84857,7209,1438,122.19,121.11,7,47
13,0.58,76519,126,8,0.76,1300,17,80125,971,298,123.86,125.87,5,1079
1,0.77,78991,159,8,0.63,4800,4,76035,3123,2451,156.91,158.51,12,39
17,0.61,91911,132,9,0.83,2200,4,387,241,5961,131.85,132.31,16,46
1,0.77,102942,138,9,0.39,2400,4,75506,7779,11460,135.57,137.85,7,36
2,0.46,26973,129,8,0.99,2100,7,77014,3798,4577,127.91,128.64,7,19
1,0.28,91658,134,6,0.52,2600,3,79202,6703,4425,131.34,133.48,6,93
5,0.82,10299,129,9,0.15,1700,4,10845,119,602,128.01,128.86,14,13
13,0.15,94809,128,8,0.52,1800,4,78920,4693,2668,126.88,127.70,12,52
7,0.50,43968,126,8,0.78,1800,15,76957,6641,6322,127.00,126.12,6,393
16,0.89,97785,132,9,0.10,1600,10,82379,1381,1097,128.36,131.44,10,12
4,0.14,7658,125,10,0.77,2400,3,10845,118,1133,127.27,125.31,14,85
7,0.04,105155,157,8,0.42,3600,2,76035,367,151,153.85,156.76,10,39
5,0.57,14771,126,10,0.85,1800,4,79202,4723,5881,124.45,125.76,14,7
2,0.70,87709,116,10,0.06,1100,3,76973,2545,2997,118.00,116.72,7,5
5,0.79,27894,112,8,0.91,3500,10,7458,6217,3137,116.23,112.77,9,13
4,0.06,104259,129,6,0.75,2600,4,393,4551,9068,127.25,128.53,14,107
1,0.87,91137,124,9,0.67,2200,4,76831,269,2829,131.18,126.03,9,37
35,0.04,77176,165,9,0.09,4600,3,80139,5,2,160.85,164.40,18,11
2,0.40,47526,161,7,0.93,5300,7,9482,5288,5529,160.15,160.71,4,12
47,0.64,65661,166,8,0.91,3500,2,78581,2404,1302,161.26,165.20,16,85
2,0.13,42582,148,7,0.22,5300,10,8722,398,3933,151.93,148.79,10,34
1,0.42,4105,159,8,0.90,3600,4,11415,5100,1869,155.16,158.24,5,57
2,0.94,49422,162,9,0.43,3900,10,10471,7723,328,161.72,162.11,12,19
2,0.17,45686,160,2,0.76,5300,7,9482,7690,123,158.59,159.62,6,36
4,0.31,60935,153,9,0.78,4500,7,11933,4319,306,153.00,152.84,14,30
15,0.86,79819,134,6,0.41,2600,10,80455,8122,5271,130.68,133.23,18,107
2,0.96,39557,130,8,0.02,2900,16,2456,7764,3565,128.37,129.46,6,1083
6,0.35,63418,153,8,0.47,4400,7,77462,1609,1291,151.48,152.50,10,44
9,0.33,102367,111,9,0.61,1100,7,76872,325,2355,120.61,113.14,8,22
5,0.37,96452,136,6,0.55,1800,7,12421,4355,4196,134.29,135.58,9,36
2,0.99,67399,127,10,0.26,2100,15,79371,271,41,125.35,126.61,10,513
3,0.86,50332,152,8,0.37,3500,4,80523,1245,6350,153.05,152.03,12,37
5,0.21,63955,159,1,0.51,3600,7,82111,382,606,161.00,159.40,24,11
22,0.71,35149,121,8,0.19,1500,7,8141,7011,9286,124.75,121.71,12,21
3,0.29,11950,124,8,0.64,2400,4,8563,8423,2159,123.08,123.38,6,85
13,0.26,32669,126,9,0.96,1800,16,83241,1930,559,125.46,125.95,15,1083
2,0.37,15760,154,8,0.38,5700,4,80881,7364,903,153.17,154.13,9,61
5,0.43,80512,126,9,0.21,2200,4,3659,1334,1679,124.98,125.78,15,5
22,0.78,75738,120,10,0.62,2600,16,387,4934,5867,129.66,123.39,8,394
5,0.09,72854,130,10,0.72,1100,4,83554,5547,827,129.01,129.72,6,19
5,0.22,23669,130,7,0.69,1300,7,14234,3766,1314,129.95,130.06,10,21
20,0.12,99926,120,10,0.32,2400,7,79371,188,6163,122.93,120.91,9,22
5,0.25,90930,135,6,0.26,5300,2,82134,128,2507,147.41,137.88,12,101
3,0.30,29227,122,7,0.52,1300,10,13699,7623,5406,120.94,121.73,5,3
22,0.98,60082,144,8,0.58,3600,4,80135,105,6499,148.67,144.80,14,54
5,0.93,60816,127,10,0.82,1500,16,84857,4856,4627,124.63,126.41,8,393
8,0.81,12413,116,9,0.27,1600,7,77825,3652,8828,120.13,116.80,13,6
7,0.88,89564,118,10,0.57,1800,4,84020,75,186,129.32,121.07,10,3
10,0.75,74272,118,10,0.17,2700,16,78224,140,1801,122.92,118.86,11,513
4,0.34,100150,147,9,0.69,2200,7,87537,145,411,142.88,146.83,15,36
6,0.59,66747,121,9,0.32,2200,16,85916,128,900,124.81,121.81,6,393
54,0.73,32870,132,9,0.73,2100,16,82384,3655,4405,133.36,132.51,12,513
15,0.88,28054,132,10,0.83,2600,16,14184,2114,1280,129.90,131.89,13,1079
12,0.17,68275,138,9,0.92,1800,16,84020,7148,762,132.72,136.94,6,394
5,0.71,47227,131,10,0.39,2200,16,84416,1567,1671,129.66,130.94,12,393
1,0.83,92303,126,9,0.43,1100,3,12421,4121,852,126.00,126.00,7,10
3,0.49,103404,124,9,0.05,2600,4,10845,5972,109,126.25,124.65,8,5
4,0.84,25061,133,10,0.85,1900,16,8141,6902,1600,128.80,132.26,13,513
17,0.45,40100,128,4,0.36,2200,7,2277,5567,2861,127.15,127.96,11,38
2,0.62,77938,128,6,0.22,2200,4,10845,4985,1826,125.94,127.55,5,31
6,0.34,51257,150,8,0.18,3500,10,12290,1649,5685,148.25,149.49,18,90
11,0.89,70595,133,9,0.47,1100,3,13699,8007,5787,128.75,132.45,9,16
25,0.74,12522,122,6,0.48,2600,7,8563,1265,4399,123.13,121.88,10,23
4,0.63,57137,133,6,0.45,5400,4,9482,244,5635,143.87,134.93,9,54
1,0.89,71219,152,8,0.33,4300,3,84860,2352,4138,156.18,152.97,6,14
1,0.77,5102,126,6,0.21,1100,3,76831,3916,2627,126.25,126.25,6,16
2,0.85,49220,159,7,0.10,3700,10,80135,2609,6309,156.96,158.50,4,44
6,0.38,46424,154,7,0.02,4500,3,8722,3446,995,152.00,153.77,9,30
2,0.62,35750,130,8,0.91,1300,15,2277,4894,2826,129.63,130.14,5,393
5,0.79,49904,147,8,0.28,3500,10,87262,4,5555,151.08,147.86,15,34
7,0.32,25731,124,10,0.27,1500,16,79782,1568,1968,126.13,124.47,13,1079
7,0.54,87921,124,8,0.57,1100,4,79202,7534,1210,125.57,124.26,12,54
12,0.65,98760,143,10,0.81,2200,3,84983,29,1336,136.29,141.32,16,6
5,0.48,87967,128,6,0.41,2000,4,79202,6650,6870,125.61,127.35,20,107
5,0.21,47973,131,10,0.28,2400,15,83746,3753,506,128.26,130.63,10,394
1,0.27,2774,128,7,0.78,1800,10,12421,3697,515,134.00,129.20,9,54
2,0.51,45601,154,9,0.52,3600,4,81227,201,1577,151.63,153.50,15,87
7,0.01,26776,136,8,0.70,1500,7,76957,6347,6051,134.30,135.46,9,80
17,0.51,74513,158,7,0.14,4600,4,79293,1399,829,158.60,157.72,9,34
3,0.91,88276,136,9,0.27,1100,4,79371,3950,17,140.40,138.29,12,8
6,0.26,35869,150,7,0.72,4500,2,79281,2564,2972,151.42,149.61,10,87
17,0.04,81989,145,9,0.11,2200,4,84467,574,783,132.48,142.72,12,6
4,0.86,39575,131,9,0.02,2200,16,6901,2100,4592,131.25,131.16,6,1083
3,0.84,30906,154,7,0.55,3600,7,9139,4228,391,157.45,154.88,10,41
5,0.80,850,120,8,0.98,1300,4,86551,26,1260,120.08,119.90,11,52
6,0.66,104279,133,1,0.73,2600,4,3659,6364,4275,130.74,133.09,6,107
13,0.50,91321,123,8,0.32,1300,4,78224,549,2167,125.44,123.90,12,19
100,0.64,2466,109,9,0.49,1300,4,82642,134,1106,119.85,111.69,9,104
4,0.46,30304,126,7,0.86,2100,7,11255,6802,3237,124.63,125.95,6,19
3,0.72,52832,129,10,0.93,1300,17,86013,6511,925,124.45,127.63,8,394
8,0.48,5151,128,9,0.77,3500,3,81629,330,3314,124.88,127.09,5,16
1,0.48,14472,121,10,0.07,2200,3,78441,14,2291,119.82,120.68,9,3
5,0.81,57019,132,6,0.13,1100,16,79582,1042,244,131.08,131.97,8,393
3,0.29,41352,152,9,0.42,4100,3,10471,1877,6177,155.78,153.03,10,20
2,0.12,17315,127,4,0.74,1800,4,12780,6887,2500,127.10,126.78,5,2
13,0.74,218,128,10,0.24,1300,16,393,7205,568,128.68,128.33,13,513
2,0.76,98600,133,9,0.07,2600,4,76878,293,6082,123.56,130.64,7,93
10,0.48,31402,129,6,0.14,1300,4,13689,4168,3249,128.47,129.00,14,23
12,0.68,5987,148,8,0.86,5700,3,14044,365,3278,149.54,148.01,10,61
21,0.93,6903,161,7,0.74,4400,3,169,1242,481,157.68,160.30,11,32
17,0.87,35605,143,10,0.21,2700,13,76831,1,2284,133.43,140.95,16,37
26,0.42,83918,127,9,0.90,1600,3,9836,590,171,126.58,127.00,8,16
4,0.35,74478,130,9,0.35,1200,4,83607,2868,1825,126.68,128.70,10,7
1,0.79,86031,128,9,0.58,1600,3,79004,2792,2991,125.79,127.62,8,16
2,0.94,54236,129,9,0.20,1100,17,2102,4999,90,128.81,129.00,6,393
1,0.51,38179,133,8,0.66,3600,16,79884,2932,8102,131.90,132.82,9,513
3,0.43,14265,119,8,0.50,1300,10,81149,4073,2663,124.54,119.96,9,23
9,0.73,41403,154,9,0.51,4500,13,86006,36,1141,152.97,153.43,15,25
1,0.83,61889,140,10,0.65,1500,16,83554,1455,498,131.85,138.32,5,393
39,0.99,18248,131,10,0.05,2200,3,76973,98,395,124.24,129.43,15,6
5,0.80,72248,126,9,0.16,2600,3,13641,2635,276,126.11,126.19,8,80
3,0.43,50198,116,9,0.35,1600,16,84857,937,850,119.19,116.53,8,513
20,0.54,74977,125,10,0.59,2200,16,78224,4964,6733,125.67,124.79,13,393
19,0.66,4181,130,8,0.40,1800,16,79582,5182,352,127.26,129.39,14,1079
6,0.61,66785,145,9,0.44,4400,3,8423,5270,26,149.66,145.77,13,57
14,0.76,96754,127,9,0.44,1600,4,78223,1631,8212,126.47,126.88,12,6
1,0.54,49506,130,4,0.09,1500,16,14025,3868,1658,129.94,129.99,11,1079
8,0.93,67318,164,7,0.57,5300,3,9482,3705,5751,159.55,163.18,17,83
5,0.23,50855,120,8,0.93,2700,16,8417,231,461,127.06,121.56,6,513
43,0.89,46008,152,7,0.60,3600,13,9482,3155,1286,152.00,152.00,9,36
6,0.36,61274,115,9,0.71,2400,16,14448,1977,4559,122.93,116.08,5,394
13,0.03,31823,129,10,0.08,1300,4,13641,3494,1167,130.52,129.08,15,7
10,0.48,96794,121,9,0.22,1900,4,82231,8048,410,121.16,121.10,7,6
14,0.72,41691,156,7,0.66,5400,7,11933,11,163,155.32,155.69,6,54
5,0.39,18385,147,9,0.93,3500,10,79578,187,3905,142.27,145.91,10,101
4,0.60,99411,129,10,0.11,1800,10,12421,3847,4228,128.63,129.06,8,40
8,0.04,97521,125,9,0.54,1300,4,80198,3866,183,126.77,125.82,19,15
1,0.49,56168,154,8,0.85,3500,7,80135,1702,1356,154.99,154.02,9,34
4,0.99,103364,159,8,0.32,4000,2,10471,413,2207,159.11,159.30,7,35
100,0.39,30596,120,9,0.20,1100,4,11699,2782,3940,122.92,120.57,18,47
4,0.20,15436,126,9,0.81,1800,4,11255,6838,2132,129.72,127.24,6,54
2,0.67,40089,129,8,0.78,1500,7,627,4435,6176,125.88,127.99,11,38
7,0.77,100043,129,7,0.54,1800,7,82384,989,433,129.66,129.38,13,80
22,0.32,92171,116,10,0.13,2700,3,81166,890,1680,115.47,115.79,10,22
1,0.76,84461,152,8,0.76,4500,4,86502,5358,377,154.25,152.26,12,41
4,0.11,33420,163,7,0.95,5000,3,76059,1847,1928,159.75,162.55,10,27
2,0.25,95455,128,9,0.24,1800,16,80421,8310,2545,123.50,126.85,8,394
4,0.73,48297,156,8,0.68,4500,4,79242,7711,3527,156.00,156.24,4,30
31,0.31,28839,126,8,0.60,2200,4,11039,4555,1790,131.65,126.36,12,54
7,0.45,14101,138,9,0.83,1800,7,393,34,382,139.75,138.08,8,22
1,0.59,15283,129,7,0.23,1500,4,1078,4028,3101,126.38,128.48,8,15
8,0.88,69576,123,9,0.68,1600,16,1721,2907,446,125.66,123.52,9,513
3,0.58,21126,124,9,0.88,1300,4,78252,830,1106,127.96,125.13,8,31
1,0.72,26938,129,9,0.81,1500,7,113,1447,1108,129.00,129.00,10,19
2,0.75,60531,165,2,0.21,4400,4,80502,3972,2027,164.74,165.06,7,20
7,0.74,5842,133,9,0.52,2700,4,14024,109,4217,132.34,132.28,13,13
1,0.24,66635,165,7,0.18,4600,4,13499,5135,4343,161.35,164.46,7,28
89,0.26,63370,155,10,0.20,3500,4,2746,2956,842,154.25,154.65,20,85
